id,telegram_id,nombre,estado_actual,fecha_inicio
1,1942961502,,REGISTRANDO_EMAIL,2026-06-18 15:56:19
2,6565507827,,REGISTRANDO_RAZON_SOCIAL,2026-06-18 16:11:07
